# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 13 18:55:53 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gaia_G    Gaia_BP  Gaia_RP
0.00089016 -1.24100 10.04532 0.8337473273 2.4299795628    0.831  1.237  3.7212  2.957    3  0.000  0.520     0.00     0.00 -1 -7.82e-12      0.00 7.471e-01 2.520e-01 1.528e-04 4.660e-05 3.918e-04 -1.000 8.797e-04 1.677 1.656 2.025 1.113
0.00089016 -1.24100 10.04532 0.8340510130 2.4300761223    0.831  1.289  3.7194  2.899    3  0.000  0.516     0.00     0.00 -1 -9.42e-12      0.00 7.461e-01 2.530e-01 1.516e-04 4.796e-05 3.921e-04 -1.000 9.059e-04 1.548 1.529 1.903 0.983
0.00089016 -1.24100 10.04532 0.8343160748 2.4301602840    0.831  1.338  3.7177  2.842    3  0.000  0.513     0.00     0.00 -1 -1.13e-11      0.00 7.454e-01 2.538e-01 1.507e-04 4.909e-05 3.923e-04 -1.000 8.671e-04 1.425 1.408 1.786 0.859
0.00089016 -1.24100 10.04532 0.8345557451 2.4302363396    0.831  1.387  3.7159  2.787    3  0.000  0.510     0.00     0.00 -1 -1.34e-11      0.00 7.448e-01 2.543e-01 1.500e-04 4.994e-05 3.924e-04 -1.000 8.850e-04 1.303 1.290 1.671 0.736
0.00089016 -1.24100 10.04532 0.8347712755 2.4303047657    0.832  1.434  3.7141  2.732    3  0.000  0.508     0.00     0.00 -1  -1.6e-11      0.00 7.445e-01 2.547e-01 1.494e-04 5.058e-05 3.925e-04 -1.000 8.807e-04 1.184 1.173 1.559 0.616
0.00089016 -1.24100 10.04532 0.8349714279 2.4303681850    0.832  1.483  3.7122  2.676    3  0.000  0.507     0.00     0.00 -1  -1.9e-11      0.00 7.442e-01 2.549e-01 1.491e-04 5.096e-05 3.925e-04 -1.000 8.915e-04 1.063 1.055 1.444 0.494
0.00089016 -1.24100 10.04532 0.8351485729 2.4304244518    0.832  1.530  3.7102  2.621    3  0.000  0.506     0.00     0.00 -1 -2.26e-11      0.00 7.441e-01 2.550e-01 1.490e-04 5.112e-05 3.925e-04 -1.000 8.919e-04 0.945 0.940 1.334 0.376
0.00089016 -1.24100 10.04532 0.8353137970 2.4304766655    0.832  1.578  3.7082  2.565    3  0.000  0.506     0.00     0.00 -1 -2.69e-11      0.00 7.441e-01 2.550e-01 1.490e-04 5.116e-05 3.926e-04 -1.000 8.922e-04 0.826 0.824 1.223 0.256
0.00089016 -1.24100 10.04532 0.8354598284 2.4305229187    0.831  1.624  3.7063  2.511    3  0.000  0.506     0.00     0.00 -1 -3.18e-11      0.00 7.441e-01 2.550e-01 1.490e-04 5.118e-05 3.926e-04 -1.000 8.923e-04 0.710 0.713 1.116 0.140
0.00089016 -1.24100 10.04532 0.8355900049 2.4305641651    0.831  1.669  3.7043  2.458    3  0.000  0.506     0.00     0.00 -1 -3.75e-11      0.00 7.441e-01 2.550e-01 1.490e-04 5.119e-05 3.926e-04 -1.000 8.926e-04 0.598 0.604 1.012 0.027
0.00089016 -1.24100 10.04532 0.8357107043 2.4306023121    0.831  1.714  3.7023  2.405    3  0.000  0.506     0.00     0.00 -1 -4.43e-11      0.00 7.441e-01 2.551e-01 1.489e-04 5.121e-05 3.926e-04 -1.000 8.928e-04 0.486 0.494 0.908 -0.087
0.00089016 -1.24100 10.04532 0.8358178139 2.4306361675    0.831  1.757  3.7002  2.354    3  0.000  0.506     0.00     0.00 -1 -5.19e-11      0.00 7.440e-01 2.551e-01 1.489e-04 5.123e-05 3.926e-04 -1.000 8.930e-04 0.378 0.389 0.808 -0.196
